ACCOUNT_NR;ACCOUNT_NAME;ACCOUNT_TYPE;VAT_NR;STREET;STREET_CD;HOUSE_NUM1;HOUSE_NUM2;POSTAL_CD;CITY;COUNTRY_CD;PHONE_NR;FAX_NR;Full Address
1000066;MutualitÈs ChrÈtiennes;2;;Rue Saint-Joseph;95202;8;;7700;Mouscron;BE;056 39 15 11;3256391570;Rue Saint-Joseph 8  7700 Mouscron
1000067;Otis;2;BE0400388581;Alfons Gossetlaan;26361;28A;;1702;Groot-Bijgaarden ( Dilbeek );BE;02 481 34 11;3224813540;Alfons Gossetlaan 28A  1702 Groot-Bijgaarden ( Dilbeek )
1000072;Black & Decker;2;BE0405894124;Nieuwlandlaan;33850;321B;;3200;Aarschot;BE;016 68 91 00;3216689111;Nieuwlandlaan 321B  3200 Aarschot
1000073;FÈdÈration de l'Industrie du Verre;2;BE0406675666;Boulevard de la Plaine;21171;5;;1050;Bruxelles;BE;02 542 61 20;3225426121;Boulevard de la Plaine 5  1050 Bruxelles
1000074;Chambre Economie Droit des Affaires Cedraf;2;BE0424749340;Avenue de Tervueren;24170;313;;1150;Woluwe-Saint-Pierre ( Bruxelles );BE;02 736 52 65;3227364183;Avenue de Tervueren 313  1150 Woluwe-Saint-Pierre ( Bruxelles )
1000076;l'Esperanderie Institut Medico-Pedagogique;2;BE0402481407;Rue d'Esquermes;103476;5;;7603;Bon-Secours;BE;069 67 27 27;3269772225;Rue d'Esquermes 5  7603 Bon-Secours
1000077;Centre Hospitalier Jean Titeca;2;420427001;Rue de La Luzerne;22556;11;;1030;Schaerbeek ( Bruxelles );BE;02 735 01 60;3227326006;Rue de La Luzerne 11  1030 Schaerbeek ( Bruxelles )
1000078;Atelier du Val du Geer;2;BE0407841646;Rue de la Grotte;108308;8;;4690;Bassenge;BE;04 286 91 14;3242863791;Rue de la Grotte 8  4690 Bassenge
1000080;Albert Leys Boekhoudkantoor;2;BE0636232205;Steijenhoflaan;34186;77;;3130;Betekom;BE;016 56 43 68;3216694645;Steijenhoflaan 77  3130 Betekom
1000083;Tabaserv;2;409554982;Louizalaan;20319;251;5;1050;Brussel;BE;02 646 04 20;3226462213;Louizalaan 251 5 1050 Brussel
1000087;Elscolab;2;BE0421938518;Hogenakkerhoekstraat;81705;14;;9150;Kruibeke;BE;03 253 18 80;3232196489;Hogenakkerhoekstraat 14  9150 Kruibeke
1000088;Karus;2;BE0861314369;Caritasstraat;76917;76;;9090;Melle;BE;09 252 16 45;3292522461;Caritasstraat 76  9090 Melle
1000090;Bladgen Packaging Rumbeke;2;BE0402772011;Schaapbruggestraat;61657;37;;8800;Rumbeke ( Roeselare );BE;051 22 64 64;3251227339;Schaapbruggestraat 37  8800 Rumbeke ( Roeselare )
1000093;Godiva Belgium;2;BE0435002438;Wapenstilstandstraat;22011;5;;1081;Koekelberg ( Brussel );BE;02 427 17 69;3224221708;Wapenstilstandstraat 5  1081 Koekelberg ( Brussel )
1000095;Hubert De Backer;2;BE0441075925;Laagstraat;83119;59;;9140;Temse;BE;03 776 34 94;3237777194;Laagstraat 59  9140 Temse
1000096;Mariaziekenhuis;2;BE0445662144;Maesensveld;164960;1;;3900;Overpelt;BE;011 82 60 00;3211661619;Maesensveld 1  3900 Overpelt
1000099;Liberale Mutualiteiten Plus Oost-Vlaanderen;2;411817755;Brabantdam;73952;109;;9000;Gent;BE;09 223 19 76;3292241174;Brabantdam 109  9000 Gent
1000100;Liberale Mutualiteit Plus Limburg;2;411817755;Geraetsstraat;125237;20;;3500;Hasselt;BE;011 22 79 02;3211222067;Geraetsstraat 20  3500 Hasselt
1000102;Domo Zele-Business Unit Sports & Leisure Grass;2;BE0413783588;Industriepark-West;82619;43;;9100;Sint-Niklaas;BE;03 780 45 50;3237804551;Industriepark-West 43  9100 Sint-Niklaas
1000104;Administration Communale de Hensies;2;BE0207410546;Place Communale;91881;1;;7350;Hensies;BE;065 45 87 68;3265457199;Place Communale 1  7350 Hensies
1000105;Administration Communale de Limbourg;2;BE0206621183;Avenue Victor David;117889;15;;4830;Limbourg;BE;087 76 04 00;3287764530;Avenue Victor David 15  4830 Limbourg
1000106;CitÈ de l'Espoir;2;BE0408147789;Les Croisiers;116703;2;;4821;Andrimont;BE;087 33 71 60;3287337856;Les Croisiers 2  4821 Andrimont
1000108;A.I.B.V.;2;BE0402671348;Z. 1 Researchpark;166234;90;;1731;Zellik ( Asse );BE;02 559 09 99;3225271429;Z. 1 Researchpark 90  1731 Zellik ( Asse )
1000109;Administration Communale de Blegny;2;216694139;Rue Troisfontaines;108775;11;;4670;Blegny;BE;04 387 43 25;3243459748;Rue Troisfontaines 11  4670 Blegny
1000110;Casino Kursaal Oostende;2;BE0414052319;Kursaal-Oosthelling;59654;12;;8400;Oostende;BE;059 70 51 11;3259708586;Kursaal-Oosthelling 12  8400 Oostende
1000114;in BW Association Intercommunale;2;BE0200362210;Rue de La Religion;43510;10;;1400;Nivelles;BE;067 21 71 11;3267216928;Rue de La Religion 10  1400 Nivelles
1000115;Maison d'Enfants Reine Marie-Henriette;2;410224282;Rue de La FlËche;20124;14;;1000;Bruxelles;BE;02 203 30 92;3222032282;Rue de La FlËche 14  1000 Bruxelles
1000117;Administration Communale d'Amel;2;BE0207402331;Wittenhof;115946;9;;4770;Amel;BE;080 34 81 10;3280348111;Wittenhof 9  4770 Amel
1000118;MinistËre des Classes Moyennes et de l'Agriculture;2;;Rue Joseph Stevens;20680;7;;1000;Bruxelles;BE;02 504 62 11;3225026412;Rue Joseph Stevens 7  1000 Bruxelles
1000119;Beiersdorf;2;BE0406266385;Square Marie Curie;163017;20;;1070;Anderlecht ( Bruxelles );BE;02 526 52 11;3225265219;Square Marie Curie 20  1070 Anderlecht ( Bruxelles )
1000123;Scabal;2;BE0400522797;Rue du Chantier;19931;5;;1000;Bruxelles;BE;02 217 98 49;3222114161;Rue du Chantier 5  1000 Bruxelles
1000125;Morbee-Ballegeer Enkel Gebouwen;2;BE0419937546;Bayauxlaan;49346;12;;8300;Knokke;BE;050 62 16 16;3250614866;Bayauxlaan 12  8300 Knokke
1000128;Thonard;2;BE0428180962;Avenue Henri Warnant;113146;13;;4020;Jupille-sur-Meuse;BE;04 362 93 79;3243623666;Avenue Henri Warnant 13  4020 Jupille-sur-Meuse
1000131;Studiecentrum LVP;2;BE0426132579;Hof ter Lo;2896;7;4;2140;Borgerhout ( Antwerpen );BE;03 238 59 84;3232169395;Hof ter Lo 7 4 2140 Borgerhout ( Antwerpen )
1000132;Fetra;2;BE0406596284;Place du Champ de Mars;21142;2;;1050;Bruxelles;BE;02 344 19 62;3223448661;Place du Champ de Mars 2  1050 Bruxelles
1000134;HJD Accountants & Belastingconsulenten;2;BE0413520007;Autobaan;50535;2F;;8210;Loppem;BE;050 40 63 80;3250384692;Autobaan 2F  8210 Loppem
1000135;Febe;2;BE0407408809;Boulevard du Souverain;25083;68;;1170;Watermael-Boitsfort ( Bruxelles );BE;02 735 80 15;3227347795;Boulevard du Souverain 68  1170 Watermael-Boitsfort ( Bruxelles )
1000138;Werkhuizen Decloedt;2;BE0405249667;Brugsesteenweg;57925;93;;8450;Bredene;BE;059 32 25 34;3259320172;Brugsesteenweg 93  8450 Bredene
1000140;De Decker-Van Riet;2;BE0416788709;Kouterbaan;29428;40;;1840;Malderen ( Londerzeel );BE;052 33 20 97;3252337722;Kouterbaan 40  1840 Malderen ( Londerzeel )
1000142;Liantis Sociaal Secretariaat;2;BE0406558771;Sint-Clarastraat;47594;48;;8000;Brugge;BE;050 44 06 11;3250339969;Sint-Clarastraat 48  8000 Brugge
1000143;BruyËre Olivier & Co Bureau et Fiscal;2;BE0421508649;ChaussÈe de Mons;43676;5A;2;1400;Nivelles;BE;067 33 35 20;3267556140;ChaussÈe de Mons 5A 2 1400 Nivelles
1000145;Chiyoda Europa;2;BE0424426666;Henry Fordlaan;124179;37;;3600;Genk;BE;089 61 07 11;3289613020;Henry Fordlaan 37  3600 Genk
1000146;Vanden Avenne-Ooigem;2;BE0430523909;Oostrozebeeksestraat;63158;160;;8710;Ooigem ( Wielsbeke );BE;056 67 37 37;3256665353;Oostrozebeeksestraat 160  8710 Ooigem ( Wielsbeke )
1000148;Espace Formation PME Infac-Infobo;2;475782822;Rue de Stalle;;292B;;1180;Brussel;BE;02 370 85 11;3223320835;Rue de Stalle 292B  1180 Brussel
1000149;Fonds & Services Sociaux;2;BE0405930944;Rue AndrÈ Renard;111160;1;;4040;Herstal;BE;04 248 72 11;3242487554;Rue AndrÈ Renard 1  4040 Herstal
1000153;Metakor;2;BE0405354882;Industrielaan;56125;8;;8501;Heule;BE;056 36 39 70;3256355770;Industrielaan 8  8501 Heule
1000154;DKV Belgium;2;BE0414858607;Loksumstraat;20324;25;;1000;Brussel;BE;02 287 64 11;3222876412;Loksumstraat 25  1000 Brussel
1000155;FÈdÈration Nationale des Scieries Nationale Federatie der Zagerijen;2;409573986;Rue Royale;158103;163;;1210;Bruxelles;BE;02 219 27 43;3222195139;Rue Royale 163  1210 Bruxelles
1000157;Allgemeiner Arbeitgeberverband;2;BE0407920731;Rue de Herbesthal;117066;1A;;4700;Eupen;BE;087 55 59 63;3287557904;Rue de Herbesthal 1A  4700 Eupen
1000158;Interdiocesaan Centrum;2;BE0403260573;Guimardstraat;20181;1;;1040;Brussel;BE;02 509 96 11;3225099606;Guimardstraat 1  1040 Brussel
1000159;Le Logis Social de LiËge;2;BE0403900278;Rue des Alisiers;113357;12;;4032;ChÍnÈe;BE;04 344 71 20;3243447147;Rue des Alisiers 12  4032 ChÍnÈe
1000548;L'ASSISTANCE COMPTABLE;2;BE0423106674;Rue Joseph Wauters;43545;53;;1400;Nivelles;BE;067 84 24 38;3267219212;Rue Joseph Wauters 53  1400 Nivelles
1000549;Fiskabo;2;BE0428054466;Brusselsesteenweg;29676;70A;;1860;Meise;BE;02 272 40 11;3222702985;Brusselsesteenweg 70A  1860 Meise
1000550;Fiduciaire Staels;2;BE0424743796;Avenue des Anciens Combattants;21548;91;1;1140;Bruxelles;BE;02 245 22 63;3222454238;Avenue des Anciens Combattants 91 1 1140 Bruxelles
1000554;Woon- en Zorgcentrum Huis Sint-Bernardus;2;435723406;Egenhovenstraat;34325;22;;3060;Bertem;BE;016 49 08 11;3216490027;Egenhovenstraat 22  3060 Bertem
1000555;Colmar;2;BE0402851787;Industriepark de Bruwaan;;37A;;9700;Bevere;BE;055 33 48 00;3255319554;Industriepark de Bruwaan 37A  9700 Bevere
1000556;Duracell Batteries;2;BE0400959891;Nijverheidslaan;33798;7;;3200;Aarschot;BE;016 55 20 11;3216552010;Nijverheidslaan 7  3200 Aarschot
1000557;Tibi;2;BE0201543234;Rue du DÈversoir;87305;1;;6010;Couillet ( Charleroi );BE;071 44 00 40;3271360484;Rue du DÈversoir 1  6010 Couillet ( Charleroi )
1000558;ETUI;2;418812841;Boulevard du Roi Albert II;158102;5;1;1210;Saint-Josse-Ten-Noode ( Bruxelles );BE;02 224 03 49;3222015815;Boulevard du Roi Albert II 5 1 1210 Saint-Josse-Ten-Noode ( Bruxelles )
1000559;Ligue Braille;2;BE0402992834;Rue d'Angleterre;22996;57;;1060;Saint-Gilles ( Bruxelles );BE;02 533 32 11;3225333317;Rue d'Angleterre 57  1060 Saint-Gilles ( Bruxelles )
1000564;Antalis;2;BE0403510595;Z. 5 Mollem;166233;318;;1730;Mollem ( Asse );BE;02 451 12 11;3224511212;Z. 5 Mollem 318  1730 Mollem ( Asse )
1000565;Donation Royale;2;BE0207913758;Rue Brederode;19867;14;;1000;Bruxelles;BE;02 551 20 20;;Rue Brederode 14  1000 Bruxelles
1000566;BibliothËque du Barreau;2;408508372;Place Poelaert;20533;1;;1000;Bruxelles;BE;02 508 66 49;3225086750;Place Poelaert 1  1000 Bruxelles
1000569;Sint-Jozefskliniek;2;BE0464280107;Ommegangstraat;60576;7;;8870;Izegem;BE;051 33 41 11;3251334999;Ommegangstraat 7  8870 Izegem
1000571;CM Roeselare - Tielt;2;411700464;Oude Stationstraat;62938;8;;8700;Tielt;BE;051 22 51 48;3251240468;Oude Stationstraat 8  8700 Tielt
1000572;MS Mode BelgiÎ;2;BE0402527432;Tollaan;33241;107A;;1932;Sint-Stevens-Woluwe;BE;02 721 20 94;3227205264;Tollaan 107A  1932 Sint-Stevens-Woluwe
1000573;VLAO - VLAAMS-BRABANT;2;BE0890690919;Philipssite;163144;5;;3001;Heverlee ( Leuven );BE;016 31 10 50;3216311051;Philipssite 5  3001 Heverlee ( Leuven )
1000575;Johnny Vandensavel;2;BE0729166717;Tomstraat;127437;37;;3800;Brustem ( Sint-Truiden );BE;011 69 28 55;3211687285;Tomstraat 37  3800 Brustem ( Sint-Truiden )
1000576;Belgian Acupunctors Federation;2;BE0847292525;Kerkebeekstraat;49177;36;;8490;Varsenare;BE;050 38 95 89;3236851368;Kerkebeekstraat 36  8490 Varsenare
1000578;Schaeffler Belgium;2;BE0401860904;Boulevard de France;159509;9A;;1420;Braine-L'Alleud;BE;02 389 13 89;3223891399;Boulevard de France 9A  1420 Braine-L'Alleud
1000585;Elco-Mat;2;BE0414905028;Pontbeek;25637;53;;1731;Zellik ( Asse );BE;02 463 19 05;3224631705;Pontbeek 53  1731 Zellik ( Asse )
1000586;Panasonic Belgium;2;BE0867862661;Brusselsesteenweg;25562;502;;1731;Zellik ( Asse );BE;02 481 04 81;3224666870;Brusselsesteenweg 502  1731 Zellik ( Asse )
1000589;ACW Het Volk;2;410676818;Korenlei;74371;20;;9000;Gent;BE;09 269 96 69;3292234453;Korenlei 20  9000 Gent
1000590;Somedi;2;403621057;Liersesteenweg;10390;267;;2220;Heist-Op-Den-Berg;BE;015 25 89 11;3215258914;Liersesteenweg 267  2220 Heist-Op-Den-Berg
1000591;Socofidex;2;BE0428392283;ChaussÈe de Louvain;42975;428;;1380;Ohain ( Lasne );BE;02 352 05 20;3223510487;ChaussÈe de Louvain 428  1380 Ohain ( Lasne )
1000593;Atenor;2;BE0403209303;Avenue Reine Astrid;42812;92;;1310;La Hulpe;BE;02 387 22 99;3223872316;Avenue Reine Astrid 92  1310 La Hulpe
1000597;W.H. Brady;2;BE0405007662;Lindestraat;70232;20;;9240;Zele;BE;052 45 78 11;3252457807;Lindestraat 20  9240 Zele
1000599;Hydro Precision Tubing Lichtervelde;2;BE0405171077;Kortemarkstraat;60894;52;;8810;Lichtervelde;BE;051 72 97 54;3251722126;Kortemarkstraat 52  8810 Lichtervelde
1000600;Willy Van Der Voorde;2;BE0748004018;Dorp;28943;2-BL;;1750;Sint-Martens-Lennik ( Lennik );BE;02 532 58 41;3225324445;Dorp 2-BL  1750 Sint-Martens-Lennik ( Lennik )
1000602;CDSCA - OCASC;2;BE0222961725;Bruynstraat;20895;1;;1120;Brussel;BE;02 264 60 60;3222646059;Bruynstraat 1  1120 Brussel
1000603;Swets Information Services SSP;2;BE0475125202;Dellaertweg;;9B;;2316 WZ;Leiden;NL;88 4679387;3,13125E+12;Dellaertweg 9B  2316 WZ Leiden
1000604;Psychiatrisch Ziekenhuis Sint-Franciscus;2;411565258;Penitentenlaan;68095;7;;9620;Velzeke-Ruddershove;BE;09 364 46 46;3293644650;Penitentenlaan 7  9620 Velzeke-Ruddershove
1000608;Kind en Gezin;2;231907796;Hallepoortlaan;22913;27;;1060;Sint-Gillis ( Brussel );BE;02 533 12 11;3225341382;Hallepoortlaan 27  1060 Sint-Gillis ( Brussel )
1000610;Commonwealth War Graves Commission;2;850335157;Elverdingestraat;52777;82;;8900;Ieper;BE;057 20 01 18;3257218014;Elverdingestraat 82  8900 Ieper
1000613;Hopital Neuro-Psychiatrique Saint-Martin;2;;Rue Saint-Hubert;148906;84;;5100;Dave ( Namur );BE;081 30 28 86;3281306479;Rue Saint-Hubert 84  5100 Dave ( Namur )
1000614;Beheyt;2;BE0405315587;Bloemistenstraat;55177;6;;8500;Kortrijk;BE;056 25 80 78;3256203408;Bloemistenstraat 6  8500 Kortrijk
1000617;Echo;2;BE0437597385;Donderslagweg;129450;25;;3530;Houthalen;BE;089 84 03 11;3289840335;Donderslagweg 25  3530 Houthalen
1000619;Smartphoto Group;2;BE0405706755;Kwatrechtsteenweg;69831;160;;9230;Wetteren;BE;09 365 98 10;3293659898;Kwatrechtsteenweg 160  9230 Wetteren
1000625;CRC Industries Europe;2;BE0402135274;Touwslagerstraat;70292;1;;9240;Zele;BE;052 45 60 11;3252450034;Touwslagerstraat 1  9240 Zele
1000627;Petersime;2;BE0404527612;Centrumstraat;78483;125;;9870;Olsene;BE;09 338 78 01;3293888458;Centrumstraat 125  9870 Olsene
1000628;Stichting Marguerite-Marie Delacroix;2;408371483;Delportestraat;39445;2;;3300;Tienen;BE;016 81 98 31;3216817071;Delportestraat 2  3300 Tienen
1000348;Neyt;2;BE0400162909;Heistraat;76768;12;;9080;Beervelde;BE;09 353 92 02;3293539210;Heistraat 12  9080 Beervelde
1000349;Bemat BÈtons et MatÈriaux;2;BE0402375301;Rue du Rond Point;87007;243;;6060;Gilly;BE;071 48 90 69;3271422548;Rue du Rond Point 243  6060 Gilly
1000351;Europese School;2;244929255;Europawijk;16629;100;;2400;Mol;BE;014 56 31 11;3214563196;Europawijk 100  2400 Mol
1000352;Voorzorg;2;BE0401364224;Walenstraat;125491;77;;3500;Hasselt;BE;011 26 34 50;3211242474;Walenstraat 77  3500 Hasselt
1000353;H. Lannoy & Zonen;2;BE0436260171;Noordlaan;56282;6;;8520;Kuurne;BE;056 35 32 11;3256353251;Noordlaan 6  8520 Kuurne
1000355;Buysmetal;2;BE0405319547;Keizersstraat;54653;50;;8530;Harelbeke;BE;056 26 80 80;3256268001;Keizersstraat 50  8530 Harelbeke
1000357;Fiduciaire F. PiselÈ;2;BE0428485226;Bredabaan;7485;1026;8;2900;Schoten;BE;03 233 21 10;3232328232;Bredabaan 1026 8 2900 Schoten
1000358;FBFC International;2;BE0428933010;Europalaan;13694;12;;2480;Dessel;BE;014 33 12 60;3214331446;Europalaan 12  2480 Dessel
1000359;Woon-en Zorgcentrum Domino;2;BE0407693770;Tichelrei;74889;1;;9000;Gent;BE;09 235 43 92;3292245610;Tichelrei 1  9000 Gent
1000362;Claude Parisis Accountancy & Tax;2;BE0586641845;Hekers;75964;15;;9052;Zwijnaarde;BE;09 221 64 73;3292200404;Hekers 15  9052 Zwijnaarde
1000363;Jan De Nul;2;BE0406041406;Tragel;65374;60;;9308;Hofstade ( Aalst );BE;053 73 15 11;3253781760;Tragel 60  9308 Hofstade ( Aalst )
1000365;Reckitt Benckiser (Belgium);2;BE0402184269;Researchdreef;19347;20;;1070;Brussel;BE;02 526 18 11;3225200230;Researchdreef 20  1070 Brussel
1000368;Nedschroef Herentals;2;BE0404172373;Brigandsstraat;159657;10;;2200;Herentals;BE;014 25 71 00;3214257173;Brigandsstraat 10  2200 Herentals
1000369;WoninGent;2;BE0400032156;Lange Steenstraat;74853;54;;9000;Gent;BE;09 235 99 20;3292259227;Lange Steenstraat 54  9000 Gent
1000370;Corex Depauw;2;BE0405406154;Forestier Liederikstraat;54665;23;;8530;Harelbeke;BE;056 71 19 74;3256714592;Forestier Liederikstraat 23  8530 Harelbeke
1000372;Sogecoma;2;BE0417250448;Rue des Sorbiers;150823;23;;5680;Matagne-la-Grande;BE;060 39 15 42;3260391543;Rue des Sorbiers 23  5680 Matagne-la-Grande
1000374;Wijngaard Natie;2;BE0404812177;Vrieskaai;156792;98;;2030;Antwerpen;BE;03 542 70 00;3235427090;Vrieskaai 98  2030 Antwerpen
1000376;KTI Belgium;2;BE0403776158;Nijverheidsstraat;16803;10;;2400;Mol;BE;014 34 62 62;3214346263;Nijverheidsstraat 10  2400 Mol
1000378;Het Gielsbos;2;408318233;Vosselaarseweg;16139;1;;2275;Gierle ( Lille );BE;014 60 12 11;3214617171;Vosselaarseweg 1  2275 Gierle ( Lille )
1000379;Oostvlaamse Bouwmaterialen;2;BE0400100353;Nieuwevaart;74914;143;;9000;Gent;BE;09 226 19 64;3292273650;Nieuwevaart 143  9000 Gent
1000381;Brouwerij Roman;2;BE0400244665;Hauwaart;79762;105;;9700;Mater;BE;055 45 54 01;3255455600;Hauwaart 105  9700 Mater
1000382;Daikin Europe;2;BE0412120336;Zandvoordestraat;59885;300;;8400;Oostende;BE;059 55 81 11;3259558899;Zandvoordestraat 300  8400 Oostende
1000383;Internationaal transport Gheeraert;2;BE0415561460;Autobaan;50535;10;;8210;Loppem;BE;050 83 38 00;3250822085;Autobaan 10  8210 Loppem
1000384;Clayton of Belgium;2;BE0400800634;Rijksweg;9592;30;;2880;Bornem;BE;03 890 57 00;3238905701;Rijksweg 30  2880 Bornem
1000385;Kumpen;2;BE0419914978;Paalsteenstraat;125380;36;;3500;Hasselt;BE;011 30 71 11;3211201753;Paalsteenstraat 36  3500 Hasselt
1000386;Worldline;2;BE0418547872;Haachtsesteenweg;20914;1442;;1130;Brussel;BE;02 727 70 00;3227276767;Haachtsesteenweg 1442  1130 Brussel
1000388;Intercommunale Isvag;2;BE0214981001;Boomsesteenweg;3411;1000;;2610;Wilrijk ( Antwerpen );BE;03 877 28 55;3238898689;Boomsesteenweg 1000  2610 Wilrijk ( Antwerpen )
1000389;Syndikale Kamer Brandstoffenhandel;2;BE0518387497;Maria van BourgondiÎlaan;47582;52;1;8000;Brugge;BE;050 31 33 00;3250311179;Maria van BourgondiÎlaan 52 1 8000 Brugge
1000392;Clinique Notre-Dame de Grace de Gosselies;2;BE0401690559;ChaussÈe de Nivelles;87775;212;;6041;Gosselies;BE;071 37 90 00;3271379099;ChaussÈe de Nivelles 212  6041 Gosselies
1000393;Fidro-Beernaert;2;BE0417103958;de Limburg Stirumlaan;32603;144;;1780;Wemmel;BE;02 460 42 82;3224604044;de Limburg Stirumlaan 144  1780 Wemmel
1000396;Crosby Europe;2;BE0400833296;Industriepark;10113;26;;2220;Heist-Op-Den-Berg;BE;015 75 71 25;3215753764;Industriepark 26  2220 Heist-Op-Den-Berg
1000397;Vacantex;2;407754247;Poortakkerstraat;76247;100;;9051;Sint-Denijs-Westrem;BE;09 244 54 10;3292445411;Poortakkerstraat 100  9051 Sint-Denijs-Westrem
1000398;Administration Communale de Froidchapelle;2;BE0207301767;Place Albert Ier;100539;38;;6440;Froidchapelle;BE;060 45 91 40;3260412145;Place Albert Ier 38  6440 Froidchapelle
1000400;LM MUTPLUS.be;2;411726396;Koninginneplein;22612;51;;1030;Schaarbeek ( Brussel );BE;02 209 48 11;3222094851;Koninginneplein 51  1030 Schaarbeek ( Brussel )
1000401;La Traille;2;424395982;Rue Joseph Wauters;105506;19;;4480;Engis;BE;04 275 47 50;3242750425;Rue Joseph Wauters 19  4480 Engis
1000402;Defisco;2;BE0428419108;Toekomststraat;29100;36;;1770;Liedekerke;BE;053 67 07 06;3253670715;Toekomststraat 36  1770 Liedekerke
1000406;Maatschappij van de Brugse Zeehaven;2;BE0205097392;Isabellalaan;48861;1;;8380;Zeebrugge-Lissewege ( Brugge );BE;050 54 32 11;3250543224;Isabellalaan 1  8380 Zeebrugge-Lissewege ( Brugge )
1000408;fiduciaire VBS;2;BE0424838818;Avenue Saint-Pancrace;28791;59;2;1950;Kraainem;BE;02 426 46 27;3224243249;Avenue Saint-Pancrace 59 2 1950 Kraainem
1000409;SCK-CEN;2;BE0406568867;Boeretang;16567;200;;2400;Mol;BE;014 33 21 11;3214332378;Boeretang 200  2400 Mol
1000410;Institut National des RadioÈlÈments;2;BE0408449677;Avenue de l'EspÈrance;89001;1;;6220;Fleurus;BE;071 82 95 56;3271813812;Avenue de l'EspÈrance 1  6220 Fleurus
1000413;Laboratoires de Biologie VÈgÈtale Yves Rocher;2;BE0405912732;Rue du Follet;104476;50;;7540;Kain/Mont-Saint-Aubert ( Tournai );BE;069 25 32 11;3269210514;Rue du Follet 50  7540 Kain/Mont-Saint-Aubert ( Tournai )
1000414;Familiezorg Oost-Vlaanderen;2;412914845;Zwartezustersstraat;75067;18;;9000;Gent;BE;09 225 78 83;3292251392;Zwartezustersstraat 18  9000 Gent
1000415;Sodiro;2;BE0406861748;Ovenstraat;156762;37;;8800;Roeselare;BE;051 23 54 90;3251269065;Ovenstraat 37  8800 Roeselare
1000416;Vandecappelle Gebroeders;2;BE0402762113;Rumbeeksesteenweg;61718;279;;8800;Roeselare;BE;051 26 46 56;3251264630;Rumbeeksesteenweg 279  8800 Roeselare
1000419;Televic;2;BE0402757955;Leo Bekaertlaan;60665;1;;8870;Kachtem;BE;051 30 30 45;3251310670;Leo Bekaertlaan 1  8870 Kachtem
1000420;Institute of Cellular Pathology Christian de Duve Institute;2;BE0423837837;Avenue Hippocrate;23674;75;50;1200;Woluwe-Saint-Lambert ( Bruxelles );BE;02 764 75 50;3227647573;Avenue Hippocrate 75 50 1200 Woluwe-Saint-Lambert ( Bruxelles )
1000422;Gilbos;2;BE0400299501;Grote Baan;65525;10;;9310;Herdersem;BE;053 78 18 78;3253782470;Grote Baan 10  9310 Herdersem
1000423;ACLVB Dendermonde-Lokeren;2;;Koningin Astridlaan;68775;16;;9200;Dendermonde;BE;;;Koningin Astridlaan 16  9200 Dendermonde
1000424;Wynn's Belgium;2;BE0404615605;Industriepark-West;82619;46;;9100;Sint-Niklaas;BE;03 766 60 20;3237809668;Industriepark-West 46  9100 Sint-Niklaas
1000428;Imerys MinÈraux Belgique;2;BE0403488920;Rue du Canal;115843;2;;4600;Lixhe ( VisÈ );BE;04 379 98 19;3243798279;Rue du Canal 2  4600 Lixhe ( VisÈ )
1000429;Stedelijke Informatiedienst;2;;Marktstraat;54670;29;;8530;Harelbeke;BE;056 73 33 90;3256733319;Marktstraat 29  8530 Harelbeke
1000430;Cheyns;2;BE0441745126;Zwingelaarsstraat;56176;7;;8500;Kortrijk;BE;056 36 57 11;3256371176;Zwingelaarsstraat 7  8500 Kortrijk
1000432;Ador Accountantskantoor;2;BE0403990053;De Schans;2871;10;1;2140;Borgerhout;BE;03 271 07 10;3238291892;De Schans 10 1 2140 Borgerhout
1000434;Sociaal Bureau 516;2;;Burgemeester Bertenplein;53173;12;;8970;Poperinge;BE;057 33 32 96;3257334732;Burgemeester Bertenplein 12  8970 Poperinge
1000436;Niko;2;BE0405045670;Industriepark-West;82619;40;;9100;Sint-Niklaas;BE;03 778 90 00;3237777120;Industriepark-West 40  9100 Sint-Niklaas
1000437;Kantoor Vercruysse;2;BE0413758943;Iepersesteenweg;64728;16;;8630;Veurne;BE;058 31 11 68;3258314976;Iepersesteenweg 16  8630 Veurne
1000438;Danfoss;2;BE0402904445;Alfons Gossetlaan;26361;28;;1702;Groot-Bijgaarden ( Dilbeek );BE;02 588 99 88;3225250757;Alfons Gossetlaan 28  1702 Groot-Bijgaarden ( Dilbeek )
1000439;Asphaltco;2;BE0400456184;Haachtsesteenweg;31749;199A;;1820;Melsbroek ( Steenokkerzeel );BE;02 251 84 00;3222517766;Haachtsesteenweg 199A  1820 Melsbroek ( Steenokkerzeel )
